,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category,cut_color_clarity,cut_color_clarity_bins
186,186,0.3,Very Good,F,IF,62.1,57.0,886,4.26,4.3,2.66,3,5,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
187,187,0.41,Ideal,D,VVS1,60.6,57.0,1582,4.82,4.79,2.91,5,7,6,"(0.0, 0.85]",18,"(14.0, 20.0]"
188,188,1.01,Premium,H,SI2,59.4,62.0,3083,6.47,6.43,3.83,4,3,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
189,189,1.02,Very Good,G,VVS1,63.0,58.0,7657,6.4,6.43,4.04,3,4,6,"(0.85, 1.4]",13,"(12.0, 14.0]"
190,190,0.27,Ideal,G,VS1,62.3,53.0,527,4.16,4.19,2.6,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
191,191,0.7,Very Good,F,SI1,62.6,56.0,2196,5.66,5.72,3.56,3,5,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
192,192,1.51,Ideal,I,VS2,62.3,57.0,9297,7.28,7.37,4.56,5,2,5,"(1.4, 1.9]",12,"(10.0, 12.0]"
193,193,2.22,Ideal,J,SI2,62.8,57.0,13703,8.33,8.29,5.22,5,1,3,"(1.9, 2.4]",9,"(2.999, 10.0]"
194,194,0.54,Premium,G,VS2,62.7,58.0,1422,5.21,5.25,3.28,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
195,195,1.23,Premium,D,SI2,58.9,58.0,5283,6.99,6.97,4.11,4,7,3,"(0.85, 1.4]",14,"(12.0, 14.0]"
196,196,0.9,Good,E,SI1,63.9,57.0,3795,6.12,6.08,3.9,2,6,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
197,197,0.88,Fair,F,SI1,56.6,65.0,2882,6.39,6.32,3.6,1,5,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
198,198,0.7,Fair,G,SI2,58.6,56.0,2208,5.8,5.74,3.38,1,4,3,"(0.0, 0.85]",8,"(2.999, 10.0]"
199,199,0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71,4,3,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
200,200,1.25,Ideal,G,SI2,61.1,55.0,6371,6.95,6.99,4.26,5,4,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
201,201,1.01,Premium,G,SI2,59.1,59.0,4242,6.55,6.51,3.86,4,4,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
202,202,0.3,Very Good,F,SI2,63.5,57.0,506,4.25,4.22,2.69,3,5,3,"(0.0, 0.85]",11,"(10.0, 12.0]"
203,203,0.28,Very Good,E,VS1,59.5,59.0,487,4.29,4.35,2.57,3,6,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
204,204,0.51,Premium,F,SI2,61.1,59.0,1227,5.15,5.09,3.13,4,5,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
205,205,0.52,Ideal,I,VS2,61.9,58.0,1232,5.14,5.17,3.19,5,2,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
206,206,0.52,Premium,G,VVS1,59.2,58.0,2153,5.31,5.28,3.14,4,4,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
207,207,0.3,Good,D,SI2,63.3,57.0,447,4.26,4.3,2.71,2,7,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
208,208,0.51,Very Good,D,SI1,62.2,58.0,1398,5.08,5.11,3.17,3,7,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
209,209,0.42,Premium,D,VVS2,62.8,59.0,1241,4.76,4.73,2.98,4,7,7,"(0.0, 0.85]",18,"(14.0, 20.0]"
210,210,1.82,Premium,H,VS2,61.6,60.0,14749,7.78,7.74,4.78,4,3,5,"(1.4, 1.9]",12,"(10.0, 12.0]"
211,211,0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44,3,6,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
212,212,1.37,Ideal,G,VVS2,62.3,55.5,12207,7.05,7.14,4.43,5,4,7,"(0.85, 1.4]",16,"(14.0, 20.0]"
213,213,1.0,Premium,G,SI2,62.7,59.0,4095,6.3,6.36,3.97,4,4,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
214,214,1.2,Ideal,G,SI2,61.1,57.0,5722,6.83,6.86,4.18,5,4,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
215,215,1.01,Premium,E,VS1,62.0,59.0,7964,6.42,6.38,3.97,4,6,4,"(0.85, 1.4]",14,"(12.0, 14.0]"
216,216,0.5,Ideal,H,SI1,61.7,58.0,1035,5.07,5.11,3.14,5,3,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
217,217,1.0,Premium,E,VS1,60.4,59.0,7744,6.51,6.54,3.94,4,6,4,"(0.85, 1.4]",14,"(12.0, 14.0]"
218,218,0.31,Ideal,F,IF,61.4,56.0,1061,4.38,4.41,2.7,5,5,8,"(0.0, 0.85]",18,"(14.0, 20.0]"
219,219,0.4,Very Good,D,VS2,63.3,58.0,845,4.63,4.66,2.94,3,7,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
220,220,0.32,Very Good,G,VS2,62.3,55.0,544,4.38,4.41,2.73,3,4,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
221,221,1.54,Premium,F,VS2,62.4,59.0,14578,7.43,7.38,4.62,4,5,5,"(1.4, 1.9]",14,"(12.0, 14.0]"
222,222,1.05,Premium,E,I1,61.4,58.0,2964,6.53,6.46,3.99,4,6,1,"(0.85, 1.4]",11,"(10.0, 12.0]"
223,223,1.05,Premium,G,VS2,61.9,59.0,5821,6.56,6.52,4.05,4,4,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
224,224,1.0,Good,G,VS1,63.9,55.0,6028,6.34,6.28,4.03,2,4,4,"(0.85, 1.4]",10,"(2.999, 10.0]"
225,225,0.3,Very Good,I,VS1,63.3,59.0,608,4.23,4.2,2.67,3,2,4,"(0.0, 0.85]",9,"(2.999, 10.0]"
226,226,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65,3,6,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
227,227,1.0,Good,G,VVS2,60.9,56.0,7492,6.49,6.52,3.96,2,4,7,"(0.85, 1.4]",13,"(12.0, 14.0]"
228,228,0.39,Premium,F,VS1,60.6,55.0,1092,4.77,4.73,2.88,4,5,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
229,229,0.31,Very Good,G,SI1,63.0,56.0,462,4.3,4.34,2.72,3,4,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
230,230,0.31,Premium,G,VS2,61.8,58.0,435,4.35,4.39,2.7,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
231,231,0.6,Ideal,F,SI1,61.5,58.0,1646,5.38,5.41,3.32,5,5,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
232,232,0.31,Ideal,G,SI2,60.5,57.0,523,4.4,4.36,2.65,5,4,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
233,233,0.3,Very Good,D,VS2,62.6,61.0,710,4.22,4.25,2.65,3,7,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
234,234,0.41,Ideal,G,VVS1,62.1,55.0,1230,4.79,4.74,2.96,5,4,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
235,235,0.33,Premium,G,VS1,60.3,58.0,621,4.5,4.52,2.72,4,4,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
236,236,0.7,Very Good,F,VS1,61.8,59.0,2895,5.66,5.76,3.53,3,5,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
237,237,0.28,Very Good,E,VVS1,62.1,57.0,707,4.17,4.21,2.6,3,6,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
238,238,0.7,Very Good,I,VS1,63.3,55.0,1995,5.64,5.6,3.56,3,2,4,"(0.0, 0.85]",9,"(2.999, 10.0]"
239,239,0.35,Ideal,D,VS1,60.8,57.0,952,4.61,4.57,2.79,5,7,4,"(0.0, 0.85]",16,"(14.0, 20.0]"
240,240,1.0,Ideal,G,SI1,61.0,57.0,5622,6.47,6.44,3.94,5,4,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
241,241,0.76,Premium,F,IF,60.6,60.0,4150,5.89,5.85,3.56,4,5,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
242,242,1.0,Fair,G,SI1,43.0,59.0,3634,6.32,6.27,3.97,1,4,2,"(0.85, 1.4]",7,"(2.999, 10.0]"
243,243,1.0,Very Good,G,SI1,62.6,59.0,4844,6.29,6.33,3.95,3,4,2,"(0.85, 1.4]",9,"(2.999, 10.0]"
244,244,1.03,Good,D,SI2,57.6,58.0,4177,6.6,6.67,3.82,2,7,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
245,245,0.25,Very Good,F,VVS2,62.0,59.0,576,3.99,4.04,2.49,3,5,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
246,246,1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06,5,3,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
247,247,1.03,Ideal,G,VVS1,61.7,56.0,7708,6.45,6.56,4.0,5,4,6,"(0.85, 1.4]",15,"(14.0, 20.0]"
248,248,1.14,Very Good,J,SI1,63.3,55.0,4173,6.6,6.67,4.2,3,1,2,"(0.85, 1.4]",6,"(2.999, 10.0]"
249,249,1.1,Ideal,D,VS1,61.9,56.0,10144,6.58,6.61,4.09,5,7,4,"(0.85, 1.4]",16,"(14.0, 20.0]"
250,250,0.73,Premium,F,SI2,60.5,57.0,2351,5.84,5.8,3.52,4,5,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
251,251,0.71,Ideal,H,VS1,60.3,59.0,2487,5.75,5.79,3.48,5,3,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
252,252,0.7,Good,D,VVS1,61.0,61.0,4407,5.69,5.72,3.48,2,7,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
253,253,1.33,Ideal,G,VVS1,62.2,54.0,12255,7.02,7.06,4.38,5,4,6,"(0.85, 1.4]",15,"(14.0, 20.0]"
254,254,1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16,4,3,2,"(0.85, 1.4]",9,"(2.999, 10.0]"
255,255,0.53,Ideal,F,VVS1,61.6,56.0,2896,5.18,5.24,3.21,5,5,6,"(0.0, 0.85]",16,"(14.0, 20.0]"
256,256,1.3,Very Good,F,SI2,61.1,58.0,6149,6.98,7.02,4.28,3,5,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
257,257,1.05,Premium,F,VVS2,61.3,59.0,8693,6.56,6.48,4.0,4,5,7,"(0.85, 1.4]",16,"(14.0, 20.0]"
258,258,0.57,Premium,G,VS2,59.7,59.0,1608,5.37,5.41,3.22,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
259,259,0.63,Very Good,D,SI1,62.8,57.0,1885,5.4,5.46,3.41,3,7,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
260,260,0.91,Very Good,E,SI2,60.3,59.0,3638,6.28,6.25,3.78,3,6,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
261,261,1.2,Premium,D,VS2,61.6,60.0,8693,6.78,6.72,4.16,4,7,5,"(0.85, 1.4]",16,"(14.0, 20.0]"
262,262,1.01,Premium,E,SI1,63.0,61.0,5077,6.42,6.37,4.03,4,6,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
263,263,1.05,Premium,H,SI1,59.3,58.0,5161,6.65,6.61,3.93,4,3,2,"(0.85, 1.4]",9,"(2.999, 10.0]"
264,264,0.34,Ideal,F,VS2,62.2,55.0,641,4.47,4.5,2.79,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
265,265,1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2,4,2,5,"(0.85, 1.4]",11,"(10.0, 12.0]"
266,266,0.52,Premium,D,SI1,58.7,58.0,1720,5.32,5.28,3.11,4,7,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
267,267,0.53,Good,I,SI2,63.6,58.0,942,5.08,5.11,3.24,2,2,3,"(0.0, 0.85]",7,"(2.999, 10.0]"
268,268,1.11,Ideal,E,VS2,61.0,57.0,9625,6.65,6.7,4.08,5,6,5,"(0.85, 1.4]",16,"(14.0, 20.0]"
269,269,0.32,Ideal,G,IF,61.1,57.0,918,4.41,4.43,2.7,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
270,270,0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
271,271,1.03,Ideal,F,SI2,61.8,56.0,4454,6.49,6.46,4.0,5,5,3,"(0.85, 1.4]",13,"(12.0, 14.0]"
272,272,0.33,Premium,I,VS1,59.5,60.0,668,4.54,4.5,2.69,4,2,4,"(0.0, 0.85]",10,"(2.999, 10.0]"
273,273,0.7,Very Good,F,VS2,62.4,57.0,2956,5.67,5.71,3.55,3,5,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
274,274,0.32,Ideal,E,VS2,62.0,55.0,900,4.46,4.38,2.74,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
275,275,2.01,Very Good,H,SI1,60.1,60.0,17476,8.25,8.2,4.94,3,3,2,"(1.9, 2.4]",8,"(2.999, 10.0]"
276,276,0.32,Ideal,G,VS1,61.2,56.0,645,4.39,4.43,2.7,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
277,277,0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91,2,4,3,"(0.85, 1.4]",9,"(2.999, 10.0]"
278,278,1.08,Ideal,F,VS2,61.0,57.0,7781,6.61,6.68,4.06,5,5,5,"(0.85, 1.4]",15,"(14.0, 20.0]"
279,279,0.31,Ideal,H,VVS1,61.8,57.0,907,4.35,4.32,2.68,5,3,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
280,280,1.02,Premium,H,VS2,61.8,58.0,5241,6.49,6.43,3.99,4,3,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
281,281,0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
282,282,0.32,Ideal,F,SI1,60.9,55.0,586,4.46,4.53,2.72,5,5,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
283,283,2.53,Premium,H,SI2,62.6,60.0,14659,8.66,8.55,5.39,4,3,3,"(2.4, 4.5]",10,"(2.999, 10.0]"
284,284,0.55,Ideal,E,SI1,61.4,55.0,1668,5.29,5.26,3.24,5,6,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
285,285,0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3,5,3,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
286,286,0.52,Premium,E,VS2,60.6,58.0,1622,5.23,5.2,3.16,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
287,287,0.7,Good,G,VVS1,58.5,62.0,3380,5.8,5.82,3.4,2,4,6,"(0.0, 0.85]",12,"(10.0, 12.0]"
288,288,0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2,5,3,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
289,289,0.3,Ideal,G,VVS1,62.7,54.0,764,4.3,4.34,2.71,5,4,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
290,290,0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55,5,5,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
291,291,0.4,Ideal,G,VVS2,62.6,53.0,917,4.72,4.77,2.97,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
292,292,1.02,Ideal,J,SI2,61.6,55.0,2611,6.49,6.43,3.98,5,1,3,"(0.85, 1.4]",9,"(2.999, 10.0]"
293,293,0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77,3,5,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
294,294,1.01,Premium,F,SI2,62.9,59.0,4616,6.32,6.27,3.96,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
295,295,0.32,Very Good,F,VVS2,62.0,55.0,717,4.38,4.42,2.73,3,5,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
296,296,1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53,3,6,5,"(1.4, 1.9]",14,"(12.0, 14.0]"
297,297,1.02,Good,G,VS2,63.2,57.0,6058,6.38,6.41,4.04,2,4,5,"(0.85, 1.4]",11,"(10.0, 12.0]"
298,298,0.33,Ideal,E,IF,61.9,57.0,1129,4.41,4.45,2.74,5,6,8,"(0.0, 0.85]",19,"(14.0, 20.0]"
299,299,0.65,Premium,D,SI1,60.5,58.0,2134,5.61,5.57,3.38,4,7,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
300,300,0.3,Ideal,F,IF,59.8,58.0,873,4.37,4.46,2.64,5,5,8,"(0.0, 0.85]",18,"(14.0, 20.0]"
301,301,1.21,Premium,G,SI2,60.3,58.0,5529,6.96,6.9,4.18,4,4,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
302,302,0.7,Ideal,I,VVS2,62.7,54.0,2487,5.65,5.69,3.55,5,2,7,"(0.0, 0.85]",14,"(12.0, 14.0]"
303,303,0.51,Premium,G,VS2,61.3,59.0,1443,5.17,5.11,3.15,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
304,304,1.54,Premium,D,VS2,62.7,59.0,16921,7.33,7.29,4.58,4,7,5,"(1.4, 1.9]",16,"(14.0, 20.0]"
305,305,0.43,Very Good,F,SI1,61.6,59.0,792,4.83,4.87,2.99,3,5,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
306,306,0.33,Premium,I,VVS1,61.9,60.0,780,4.44,4.41,2.74,4,2,6,"(0.0, 0.85]",12,"(10.0, 12.0]"
307,307,0.9,Good,I,VVS1,62.4,61.0,3972,6.05,6.09,3.79,2,2,6,"(0.85, 1.4]",10,"(2.999, 10.0]"
308,308,0.41,Very Good,E,SI1,63.2,56.0,1015,4.74,4.72,2.99,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
309,309,0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
310,310,1.54,Very Good,F,SI1,58.8,60.0,11650,7.54,7.59,4.45,3,5,2,"(1.4, 1.9]",10,"(2.999, 10.0]"
311,311,1.04,Ideal,G,VS2,62.5,57.0,6709,6.49,6.46,4.05,5,4,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
312,312,0.62,Ideal,E,SI1,61.7,54.0,2054,5.53,5.49,3.4,5,6,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
313,313,0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89,3,7,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
314,314,0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83,5,3,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
315,315,0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68,5,5,6,"(0.0, 0.85]",16,"(14.0, 20.0]"
316,316,1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43,4,2,4,"(0.85, 1.4]",10,"(2.999, 10.0]"
317,317,1.7,Very Good,H,SI2,60.8,56.0,10255,7.67,7.72,4.68,3,3,3,"(1.4, 1.9]",9,"(2.999, 10.0]"
318,318,0.33,Ideal,G,VS1,61.8,56.0,666,4.42,4.45,2.74,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
319,319,1.06,Ideal,F,VS1,61.9,57.0,7345,6.53,6.55,4.05,5,5,4,"(0.85, 1.4]",14,"(12.0, 14.0]"
320,320,0.4,Very Good,G,SI1,59.2,61.0,702,4.78,4.81,2.84,3,4,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
321,321,1.1,Ideal,J,SI2,60.1,57.0,4624,6.77,6.74,4.06,5,1,3,"(0.85, 1.4]",9,"(2.999, 10.0]"
322,322,0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95,1,3,5,"(0.85, 1.4]",9,"(2.999, 10.0]"
323,323,0.32,Premium,G,VVS2,61.2,59.0,730,4.39,4.44,2.7,4,4,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
324,324,0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
325,325,0.73,Very Good,E,SI1,63.3,60.0,2523,5.65,5.7,3.59,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
326,326,1.51,Premium,G,SI1,62.4,62.0,10688,7.25,7.12,4.48,4,4,2,"(1.4, 1.9]",10,"(2.999, 10.0]"
327,327,2.07,Ideal,I,SI2,62.0,55.0,16337,8.22,8.12,5.07,5,2,3,"(1.9, 2.4]",10,"(2.999, 10.0]"
328,328,1.0,Premium,E,SI2,61.0,59.0,3752,6.4,6.33,3.89,4,6,3,"(0.85, 1.4]",13,"(12.0, 14.0]"
329,329,1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,3,3,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
330,330,1.21,Premium,F,VS2,60.1,55.0,8870,7.01,6.91,4.18,4,5,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
331,331,0.72,Ideal,H,VVS1,62.5,57.0,2946,5.7,5.73,3.57,5,3,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
332,332,0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
333,333,1.17,Ideal,J,SI1,62.3,55.0,4883,6.74,6.77,4.21,5,1,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
334,334,0.28,Ideal,F,VS1,62.0,57.0,598,4.19,4.23,2.61,5,5,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
335,335,0.53,Ideal,E,VS2,62.4,56.0,1813,5.2,5.16,3.23,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
336,336,1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88,3,2,3,"(0.85, 1.4]",8,"(2.999, 10.0]"
337,337,0.46,Premium,E,VS1,62.0,58.0,1294,4.95,4.98,3.08,4,6,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
338,338,0.34,Ideal,D,SI1,60.6,56.0,803,4.54,4.51,2.74,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
339,339,0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.24,2.66,3,6,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
340,340,1.01,Very Good,E,VS2,60.4,58.0,6666,6.47,6.51,3.92,3,6,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
341,341,1.26,Ideal,G,SI1,59.6,57.0,6738,7.08,7.04,4.21,5,4,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
342,342,0.36,Ideal,F,VS1,61.6,56.0,819,4.62,4.64,2.85,5,5,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
343,343,2.01,Good,J,SI1,63.6,59.0,12257,7.96,8.01,5.08,2,1,2,"(1.9, 2.4]",5,"(2.999, 10.0]"
344,344,0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
345,345,0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95,5,1,4,"(0.0, 0.85]",10,"(2.999, 10.0]"
346,346,0.91,Premium,G,SI2,61.3,60.0,3423,6.17,6.2,3.79,4,4,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
347,347,0.51,Ideal,G,IF,62.4,54.0,2096,5.12,5.17,3.21,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
348,348,0.32,Very Good,D,VS2,62.5,57.0,758,4.34,4.39,2.73,3,7,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
349,349,1.77,Premium,E,VS2,61.6,58.0,15278,7.78,7.71,4.77,4,6,5,"(1.4, 1.9]",15,"(14.0, 20.0]"
350,350,0.3,Premium,F,VVS2,61.6,58.0,737,4.28,4.35,2.66,4,5,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
351,351,1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56,3,7,3,"(1.4, 1.9]",13,"(12.0, 14.0]"
352,352,1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,5,6,2,"(0.85, 1.4]",13,"(12.0, 14.0]"
353,353,1.58,Premium,G,VS1,60.8,58.0,11380,7.58,7.52,4.59,4,4,4,"(1.4, 1.9]",12,"(10.0, 12.0]"
354,354,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,4,4,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
355,355,0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56,3,7,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
356,356,0.31,Ideal,D,SI1,62.3,54.0,571,4.33,4.37,2.71,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
357,357,0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
358,358,1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59,2,1,5,"(1.4, 1.9]",8,"(2.999, 10.0]"
359,359,0.31,Ideal,D,SI1,61.3,56.0,565,4.36,4.41,2.69,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
360,360,0.31,Ideal,H,VVS1,61.6,57.0,846,4.35,4.32,2.67,5,3,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
361,361,1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99,4,6,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
362,362,0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7,5,5,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
363,363,1.01,Very Good,E,SI1,63.3,58.0,5077,6.39,6.37,4.04,3,6,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
364,364,0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29,5,7,6,"(0.0, 0.85]",18,"(14.0, 20.0]"
365,365,0.9,Very Good,F,VS2,63.4,58.0,4400,6.07,6.11,3.86,3,5,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
366,366,0.46,Ideal,D,VS2,62.4,56.0,1298,4.98,4.95,3.1,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
367,367,0.9,Very Good,H,VS1,62.3,59.0,4592,6.12,6.17,3.83,3,3,4,"(0.85, 1.4]",10,"(2.999, 10.0]"
368,368,1.36,Very Good,D,VVS2,62.6,58.0,14236,7.06,7.21,4.47,3,7,7,"(0.85, 1.4]",17,"(14.0, 20.0]"
369,369,0.54,Good,E,SI2,63.8,54.0,1163,5.17,5.18,3.3,2,6,3,"(0.0, 0.85]",11,"(10.0, 12.0]"
370,370,1.16,Ideal,H,SI1,62.2,54.0,6036,6.72,6.75,4.19,5,3,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
371,371,2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12,3,1,2,"(1.9, 2.4]",6,"(2.999, 10.0]"
372,372,0.43,Ideal,F,VS2,61.5,56.0,904,4.85,4.89,2.99,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
